"m_thr","p_thr","Sharpe","Ann_Ret","Trades","Score"
0.86,0.5,1.12466503443759,0.129164156856729,52,-0.621244917545891
0.84,0.48,1.12063738491013,0.129507134752946,55,-0.625616767603082
0.82,0.22,1.13670738358697,0.12768159012486,29,-0.636711416012426
0.52,0.3,1.08606393099351,0.132866957517489,114,-0.63719158767473
0.54,0.42,1.06980655408051,0.134528390647995,144,-0.637542687804264
0.9,0.54,1.12758503783219,0.128555220357434,43,-0.640569167302839
0.9,0.56,1.12758503783219,0.128555220357434,43,-0.640569167302839
0.52,0.46,1.05425191870258,0.136073744997786,162,-0.640642043729101
0.88,0.54,1.12391355558388,0.128919095724431,53,-0.641356093200411
0.54,0.22,1.11117096084005,0.130088794843503,81,-0.649906201135237
0.88,0.5,1.12435300472375,0.128716660475456,49,-0.651181548128902
0.62,0.48,1.05871812093346,0.135434149269839,140,-0.651981583529414
0.6,0.3,1.09232731944763,0.131985057682465,99,-0.652153413690158
0.9,0.5,1.12784135065234,0.128329454767408,40,-0.653023682209048
0.88,0.44,1.12619739216203,0.128436945701379,43,-0.656837346178628
0.9,0.44,1.12973726688679,0.128049739993331,34,-0.658349588791511
0.84,0.22,1.13552615983906,0.12741862260204,27,-0.660691820472005
0.86,0.22,1.13552615983906,0.12741862260204,27,-0.660691820472005
0.52,0.5,1.04793467256455,0.136255128787434,175,-0.669761041398894
0.68,0.52,1.07074083368806,0.133873310735304,127,-0.672460617905992
0.76,0.46,1.10797723919685,0.129954563510057,79,-0.678733261871191
0.84,0.42,1.12124474991383,0.128563767275875,47,-0.68062657842375
0.6,0.46,1.0595695501458,0.134861430265916,138,-0.682287807061331
0.76,0.48,1.10430509775787,0.130196914888074,83,-0.687111637332668
0.58,0.42,1.06720733479312,0.133968181570817,132,-0.68915919370403
0.86,0.52,1.11828030870086,0.128656357683782,55,-0.693824377736569
0.64,0.48,1.05580450286071,0.135047892018389,135,-0.694750386344936
0.86,0.46,1.12109685947294,0.128290529017408,47,-0.698632743712584
0.56,0.48,1.04851576975355,0.135696563275222,162,-0.700914292951411
0.76,0.26,1.12070160552425,0.128208312917469,50,-0.706296271469486
0.72,0.26,1.1097155923041,0.129083685292347,60,-0.721976601749589
0.9,0.52,1.12157943441147,0.127844985935511,42,-0.723360299564996
0.88,0.52,1.11794224589457,0.128208861302509,52,-0.723927674255932
0.84,0.4,1.11817634820447,0.128148852508166,45,-0.72617552196119
0.88,0.46,1.1207854272117,0.127843032636135,44,-0.728565549356364
0.6,0.5,1.05191398365468,0.134900028313616,150,-0.728889524255425
0.9,0.46,1.12429003871999,0.127455826928086,35,-0.730303549896582
0.88,0.34,1.12475848291598,0.127399149429382,36,-0.730843136007268
0.54,0.48,1.04504243116067,0.135283838205783,166,-0.748918963114524
0.6,0.32,1.0850412743551,0.131145409290433,101,-0.75122186826393
0.82,0.24,1.12286156289387,0.12716366784323,33,-0.757689428040831
0.52,0.54,1.03757408468992,0.135851876776603,188,-0.76126699036149
0.62,0.44,1.05660303635011,0.133873848805466,125,-0.762938331372749
0.86,0.42,1.11773880902494,0.127589512918354,43,-0.763898493639603
0.76,0.22,1.12234169767201,0.127021416611329,43,-0.769898960865093
0.84,0.24,1.12166670155152,0.126900700320409,31,-0.781757141468881
0.62,0.3,1.08331039562062,0.130828104150784,96,-0.782113722890109
0.64,0.3,1.08331039562062,0.130828104150784,95,-0.782113722890109
0.72,0.22,1.11101373255191,0.127896788986206,51,-0.787768494510659
0.58,0.3,1.07746542675881,0.131263374238638,103,-0.792358025241354
0.64,0.44,1.0536623164649,0.133487591554016,122,-0.80588064215552
0.86,0.4,1.11465751552637,0.127174598150644,41,-0.809529971440842
0.6,0.54,1.0412816224918,0.134496776302785,162,-0.822135387508186
0.58,0.48,1.0409344690885,0.134514642230967,153,-0.82324244985853
0.84,0.54,1.10384622652696,0.127972382232272,61,-0.828935851221825
0.86,0.26,1.11856072373926,0.126458567480715,30,-0.829245983467873
0.6,0.22,1.09994957700709,0.128329741656096,71,-0.831571132400283
0.62,0.46,1.04983347539915,0.133435307237507,132,-0.83365750765351
0.56,0.44,1.04471081864597,0.133927275913211,146,-0.835737590280152
0.84,0.5,1.10421930658682,0.127769946983297,57,-0.839186206299566
0.56,0.32,1.0731854963123,0.130946516420899,112,-0.839541184349883
0.86,0.3,1.11483364401812,0.126382329663465,37,-0.857866877705295
0.86,0.32,1.11483364401812,0.126382329663465,37,-0.857866877705295
0.64,0.46,1.04690101188379,0.133049049986057,129,-0.876546960497307
0.62,0.5,1.04222956744314,0.133473905285208,144,-0.879928502781278
0.62,0.32,1.07602350884577,0.129988455758753,98,-0.881187565981363
0.64,0.32,1.07602350884577,0.129988455758753,97,-0.881187565981363
0.56,0.3,1.07094363904363,0.130490933762593,109,-0.88233758368261
0.56,0.46,1.03959192730841,0.13369772124289,154,-0.882841158828123
0.54,0.44,1.04120287832055,0.133514550843772,150,-0.883963783497676
0.88,0.42,1.11058247800825,0.126398746528939,41,-0.88405821125429
0.76,0.54,1.08796244198044,0.1286621623674,90,-0.887559371460261
0.76,0.24,1.10878223976572,0.126503494329699,47,-0.889043655468687
0.54,0.32,1.0694762784078,0.13053379135146,115,-0.889055972698956
0.58,0.32,1.07024642772433,0.130423725846606,105,-0.89099724559842
0.76,0.5,1.08825775165256,0.128459727118425,85,-0.89830761876965
0.9,0.22,1.11968962446715,0.125235245062002,21,-0.89839558925346
0.9,0.42,1.11295934549563,0.125889925516519,33,-0.900609049615529
0.72,0.24,1.09791576678132,0.127378866704576,56,-0.903958679615195
0.86,0.28,1.112495730539,0.125793989566779,33,-0.909566815178549
0.84,0.52,1.0979321920933,0.127262147810349,60,-0.911140751517753
0.56,0.5,1.03333225852632,0.133879105032538,167,-0.911591541668162
0.62,0.22,1.09409914704,0.12758423764131,69,-0.915570853770825
0.64,0.22,1.09409914704,0.12758423764131,68,-0.915570853770825
0.64,0.5,1.03931762582729,0.133087648033758,139,-0.92268657278591
0.88,0.4,1.10749030090599,0.12598383176123,39,-0.929759366755347
0.52,0.28,1.06798910991409,0.130015532747079,104,-0.930933904588517
0.54,0.46,1.03609752794091,0.133284996173451,158,-0.930980661751954
0.54,0.3,1.06722953232812,0.130078208693154,111,-0.931883670590115
0.58,0.44,1.03857093640467,0.132954341766594,138,-0.935789782277651
0.74,0.26,1.10246864492663,0.126256796289169,53,-0.944866140487094
0.9,0.36,1.10985274265881,0.12547501074881,31,-0.946402559821016
0.9,0.38,1.10985274265881,0.12547501074881,31,-0.946402559821016
0.9,0.4,1.10985274265881,0.12547501074881,31,-0.946402559821016
0.6,0.28,1.07412484429056,0.129133632912055,90,-0.946712982201186
0.88,0.24,1.11137004222865,0.1252678010913,28,-0.949625615687298
0.88,0.26,1.11137004222865,0.1252678010913,28,-0.949625615687298
0.54,0.5,1.02986736223303,0.133466379963099,171,-0.959542163555268
0.76,0.52,1.08215758324474,0.127951927945477,88,-0.969065320221101
0.62,0.54,1.03164191640189,0.133070653274377,156,-0.972888128265631
0.88,0.3,1.10764235314059,0.12519156327405,35,-0.978250411140349
0.88,0.32,1.10764235314059,0.12519156327405,35,-0.978250411140349
0.56,0.54,1.02301176998402,0.133475853021707,179,-1.00284077150356
0.58,0.46,1.03195968201786,0.132515800198635,145,-1.00549546729528
0.74,0.22,1.10389784101796,0.125069899983029,45,-1.00981900327422
0.88,0.28,1.10528768152991,0.124603223177365,31,-1.03005763550988
0.58,0.5,1.02573552447248,0.132697183988283,158,-1.03401850436258
0.52,0.52,1.01917920658857,0.133269131005342,181,-1.04028363182556
0.54,0.54,1.01957584817911,0.133063127952268,184,-1.0506058964027
0.62,0.28,1.06505669096786,0.127976679380375,87,-1.07700126672281
0.64,0.28,1.06505669096786,0.127976679380375,86,-1.07700126672281
0.58,0.28,1.05929518172924,0.128411949468228,94,-1.08671125390281
0.86,0.24,1.10067097081583,0.124140098560312,29,-1.08852891090464
0.9,0.34,1.09942047204255,0.124210482903302,30,-1.09214032744944
0.6,0.52,1.02265902785837,0.131914030531525,156,-1.10260988839187
0.58,0.54,1.01544258661921,0.132293931977452,170,-1.12509135248718
0.74,0.24,1.09051083431574,0.124551977701399,49,-1.12785965150056
0.64,0.54,1.02062321153812,0.131584810933904,150,-1.13619784512109
0.5,0.26,1.05013163148059,0.128068217896371,102,-1.16683757300784
0.56,0.28,1.05274383383237,0.127639508992184,99,-1.17688005898738
0.54,0.28,1.0490156200849,0.127226783922744,101,-1.22651646023985
0.62,0.52,1.01298372788051,0.130487907503116,150,-1.25359050406186
0.56,0.52,1.00453909885206,0.130893107250446,173,-1.28235545016075
0.9,0.24,1.08478742253043,0.121956721020275,23,-1.32653366011181
0.9,0.26,1.08478742253043,0.121956721020275,23,-1.32653366011181
0.54,0.52,1.00110348989631,0.130480382181007,177,-1.33011857217455
0.9,0.3,1.08221414743496,0.12200289674797,29,-1.34012503709959
0.9,0.32,1.08221414743496,0.12200289674797,29,-1.34012503709959
0.5,0.24,1.0365056015238,0.126105034473023,97,-1.37664190898202
0.9,0.28,1.07979533912707,0.121414556651285,25,-1.39234286972543
0.58,0.52,0.996935399955414,0.129711186206191,164,-1.40482700233489
0.64,0.52,1.00194257097523,0.129002065162643,144,-1.41704396067968
0.52,0.26,1.02747712181841,0.124423280238285,98,-1.5394416097164
0.6,0.26,1.0332039233144,0.123541380403261,84,-1.55783870827977
0.62,0.26,1.02406967614288,0.122384426871581,81,-1.68855013089854
0.64,0.26,1.02406967614288,0.122384426871581,80,-1.68855013089854
0.58,0.26,1.01858960528111,0.122819696959434,88,-1.69645832711947
0.52,0.24,1.01371903668457,0.122460096814937,93,-1.75009137347756
0.6,0.24,1.01931655157738,0.121578196979913,79,-1.76931617519687
0.56,0.26,1.0120104138527,0.122047256483389,93,-1.78680538871605
0.54,0.26,1.00827385127726,0.12163453141395,95,-1.83649523983178
0.62,0.24,1.01015416276229,0.120421243448233,76,-1.90020776286471
0.64,0.24,1.01015416276229,0.120421243448233,75,-1.90020776286471
0.58,0.24,1.00476205357559,0.120856513536086,83,-1.90755282141885
0.56,0.24,0.998169124243533,0.120084073060041,88,-1.99798783417139
0.54,0.24,0.994427202490756,0.119671347990602,90,-2.0477119951683
