"m_thr","p_thr","Sharpe","Ann_Ret","Trades","Score"
0.82,0.26,1.14063916650542,0.129482136763632,35,-0.49912448945294
0.6,0.48,1.06838967929441,0.136860272298248,146,-0.501024921989611
0.64,0.56,1.0612210734461,0.137515140456696,153,-0.506032866905378
0.58,0.22,1.12187223846466,0.131273960388987,74,-0.507401135421981
0.62,0.42,1.08613345008635,0.134887688609689,119,-0.51058418516294
0.7,0.24,1.12461166098484,0.130886423877446,62,-0.514058590345043
0.74,0.28,1.13094126078881,0.130122665917692,58,-0.521220455545031
0.88,0.22,1.14630722479353,0.128546325133027,26,-0.521263596054545
0.84,0.26,1.13946205216186,0.129219169240811,32,-0.523078585177804
0.74,0.52,1.10969176709366,0.132105486214916,98,-0.533465997820891
0.86,0.44,1.13330085858451,0.129627712090794,45,-0.537016071916783
0.8,0.54,1.11627591021804,0.131333144438382,79,-0.539534178422838
0.8,0.5,1.11663587399851,0.131130709189407,75,-0.549868504968502
0.74,0.2,1.14145742114305,0.128578298963619,42,-0.550316171932324
0.84,0.3,1.13569892143502,0.129142931423561,39,-0.551930280832033
0.84,0.32,1.13569892143502,0.129142931423561,39,-0.551930280832033
0.64,0.42,1.08313851759298,0.134501431358239,117,-0.55387356939155
0.5,0.28,1.09028705513417,0.133660470405165,108,-0.560612621906964
0.5,0.52,1.04692432876435,0.138023107360605,194,-0.565847359460056
0.76,0.42,1.11698891705205,0.130530492700805,73,-0.5850822145853
0.88,0.36,1.13515016855376,0.12866367727489,37,-0.585365196651403
0.88,0.38,1.13515016855376,0.12866367727489,37,-0.585365196651403
0.56,0.42,1.07339789760217,0.134941115717434,140,-0.588782540665327
0.68,0.54,1.0762438718644,0.134583545157226,130,-0.592886948464043
0.52,0.44,1.05938697155838,0.136303299668107,154,-0.593435007850937
0.52,0.32,1.08828218519426,0.133322540175795,118,-0.594546297067339
0.56,0.22,1.1150663497956,0.130501519912942,79,-0.599199530853058
0.52,0.58,1.0401229380174,0.138157341278706,204,-0.601009644901291
0.84,0.28,1.13341216402805,0.128554591326876,35,-0.603302713047
0.86,0.34,1.13189146194694,0.128589915818797,38,-0.610832919669655
0.86,0.54,1.12423339474444,0.129366592105704,56,-0.61136946591601
0.6,0.44,1.06635570552184,0.135299971833874,131,-0.611462391946289
0.84,0.46,1.12459177992276,0.129264783374929,51,-0.61543138222758
0.8,0.52,1.1104468543131,0.13062291001646,78,-0.621195039393097
