"open_thr","close_thr","m_thr","p_thr","Sharpe","Ann_Ret","Score"
0.59,0.52,0.1,0.7,1.09711732557164,0.184306591031157,1.10842284828726
0.53,0.48,0.7,0.8,1.17423912873172,0.17681651608451,1.10795284237367
0.53,0.49,0.7,0.8,1.17423912873172,0.17681651608451,1.10795284237367
0.59,0.51,0.4,0.7,1.07982209999844,0.185924555739947,1.10788884628729
0.59,0.53,0.6,0.9,1.47525033517553,0.147570483581964,1.1059961610883
0.53,0.51,0.5,1,1.09097804192677,0.184620085766229,1.105532375484
0.59,0.53,0.5,0.9,1.43195285219741,0.151452898237754,1.10291911536621
0.59,0.53,0,0.9,1.14315711636115,0.179324378661793,1.10285271137119
0.55,0.51,0.5,0.9,1.11317242977122,0.182212745863975,1.10278954250483
0.59,0.53,0.7,1,1.52078592287874,0.142246708668881,1.09638517678891
0.55,0.48,0.7,0.8,1.16953789650036,0.176110214419811,1.0959398898331
0.55,0.49,0.7,0.8,1.16953789650036,0.176110214419811,1.0959398898331
0.59,0.53,0.6,0.8,1.50256139230873,0.143923828501287,1.09553480976986
0.53,0.5,0,0.7,0.881780873688602,0.203721095906312,1.09421327542662
0.57,0.48,0.7,0.8,1.16883593527939,0.17596438848728,1.09372820739768
0.57,0.49,0.7,0.8,1.16883593527939,0.17596438848728,1.09372820739768
0.53,0.5,0.6,1,1.10480419848151,0.18204411238375,1.09267865831498
0.55,0.51,0.7,0.8,1.21041428330842,0.171556383449473,1.08964439120398
0.59,0.52,0.5,0.9,1.22575822868437,0.170025179192098,1.08912633608697
0.55,0.51,0.4,0.7,1.0441382401372,0.187516769330938,1.08870732796759
0.59,0.53,0.2,0.8,1.31484702321443,0.161291878250427,1.08774474345636
0.53,0.5,0,0.8,0.86167797849648,0.204960550733441,1.08695334549379
0.59,0.5,0.6,1,1.1255543928486,0.179355442349936,1.08557908730457
0.57,0.52,0.1,0.7,1.03852865918081,0.18761582848566,1.08412586794961
0.53,0.5,0.5,1,1.06402553460527,0.185147152205116,1.08404899317283
0.57,0.5,0.7,0.8,1.19347649340427,0.172598768810794,1.08350758817211
0.61,0.51,0.4,0.9,1.18211660842057,0.173682280988999,1.0833721988749
0.55,0.5,0.6,1,1.10050874977132,0.181337810719051,1.0810713178548
0.59,0.48,0.7,0.9,1.14125250006964,0.177277402124034,1.07975259448336
0.59,0.49,0.7,0.9,1.14125250006964,0.177277402124034,1.07975259448336
0.55,0.51,0.1,1,0.869485522439001,0.203196886435249,1.07649496483028
0.59,0.48,0.7,1,1.13497258221146,0.177458148278604,1.07534694420202
0.59,0.49,0.7,1,1.13497258221146,0.177458148278604,1.07534694420202
0.55,0.5,0,0.7,0.8756668120246,0.202308492576914,1.07347438381642
0.55,0.5,0.5,1,1.05995840980429,0.184440850540417,1.07266988015658
0.59,0.53,0.2,0.7,1.32980901444705,0.158343659015479,1.07217180015137
0.59,0.48,0.5,1,1.05348190663669,0.184866034584851,1.07059886563967
0.59,0.49,0.5,1,1.05348190663669,0.184866034584851,1.07059886563967
0.55,0.53,0.2,0.9,1.09864753739974,0.180285973491402,1.06831918761692
0.55,0.5,0,0.8,0.855739320468381,0.203547947404042,1.06638978341266
0.53,0.51,0.5,0.9,1.09106459200317,0.180774942074096,1.0658026829674
0.59,0.52,0.1,0.8,1.06096815801752,0.183233786692189,1.0611801362573
